func_src,label,cve_id,cwe,repo,commit,language
"const parse = function(){
  let data, options, callback
  for(let i in arguments){
    const argument = arguments[i]
    const type = typeof argument
    if(data === undefined && (typeof argument === 'string' || Buffer.isBuffer(argument))){
      data = argument
    }else if(options === undefined && isObject(argument)){
      options = argument
    }else if(callback === undefined && type === 'function'){
      callback = argument
    }else{
      throw new Error(`Invalid argument: got ${JSON.stringify(argument)} at index ${i}`)
    }
  }
  const parser = new Parser(options)
  if(callback){
    const records = options === undefined || options.objname === undefined ? [] : {}
    parser.on('readable', function(){
      let record
      while(record = this.read()){
        if(options === undefined || options.objname === undefined){
          records.push(record)
        }else{
          records[record[0]] = record[1]
        }
      }
    })
    parser.on('error', function(err){
      callback(err, undefined, parser.info)
    })
    parser.on('end', function(){
      callback(undefined, records, parser.info)
    })
  }
  if(data !== undefined){
    parser.write(data)
    parser.end()
  }
  return parser",1,CVE-2019-17592,CWE-400,adaltas/node-csv-parse,b9d35940c6815cdf1dfd6b21857a1f6d0fd51e4a,javascript
"const underscore = function(str){
  return str.replace(/([A-Z])/g, function(_, match, index){
    return '_' + match.toLowerCase()
  })
}

const isObject = function(obj){
  return (typeof obj === 'object' && obj !== null && !Array.isArray(obj))
}

const normalizeColumnsArray = function(columns){
  // console.log('columns', columns)
  const normalizedColumns = [];

  for(let i=0; i< columns.length; i++){
    const column = columns[i]
    if(column === undefined || column === null || column === false){
      normalizedColumns[i] = { disabled: true }
    }else if(typeof column === 'string'){
      normalizedColumns[i] = { name: column }
    }else if(isObject(column)){
      if(typeof column.name !== 'string'){
        throw new Error(`Invalid Option columns: property ""name"" is required at position ${i} when column is an object literal`)
      }
      normalizedColumns[i] = column
    }else{
      throw new Error(`Invalid Option columns: expect a string or an object, got ${JSON.stringify(column)} at position ${i}`)
    }
  }
  // console.log(normalizedColumns)
  return normalizedColumns;
}",1,CVE-2019-17592,CWE-400,adaltas/node-csv-parse,b9d35940c6815cdf1dfd6b21857a1f6d0fd51e4a,javascript
"const isObject = function(obj){
  return (typeof obj === 'object' && obj !== null && !Array.isArray(obj))
}

const normalizeColumnsArray = function(columns){
  // console.log('columns', columns)
  const normalizedColumns = [];

  for(let i=0; i< columns.length; i++){
    const column = columns[i]
    if(column === undefined || column === null || column === false){
      normalizedColumns[i] = { disabled: true }
    }else if(typeof column === 'string'){
      normalizedColumns[i] = { name: column }
    }else if(isObject(column)){
      if(typeof column.name !== 'string'){
        throw new Error(`Invalid Option columns: property ""name"" is required at position ${i} when column is an object literal`)
      }
      normalizedColumns[i] = column
    }else{
      throw new Error(`Invalid Option columns: expect a string or an object, got ${JSON.stringify(column)} at position ${i}`)
    }
  }
  // console.log(normalizedColumns)
  return normalizedColumns;
}",1,CVE-2019-17592,CWE-400,adaltas/node-csv-parse,b9d35940c6815cdf1dfd6b21857a1f6d0fd51e4a,javascript
"extend : function (regexes, extensions) {
            var mergedRegexes = {};
            for (var i in regexes) {
                if (extensions[i] && extensions[i].length % 2 === 0) {
                    mergedRegexes[i] = extensions[i].concat(regexes[i]);
                } else {
                    mergedRegexes[i] = regexes[i];
                }
            }
            return mergedRegexes;
        },
        has : function (str1, str2) {
          if (typeof str1 === ""string"") {
            return str2.toLowerCase().indexOf(str1.toLowerCase()) !== -1;
          } else {
            return false;
          }
        },
        lowerize : function (str) {
            return str.toLowerCase();
        },
        major : function (version) {
            return typeof(version) === STR_TYPE ? version.replace(/[^\d\.]/g,'').split(""."")[0] : undefined;
        },
        trim : function (str) {
          return str.replace(/^[\s\uFEFF\xA0]+|[\s\uFEFF\xA0]+$/g, '');
        }
    };


    ///////////////
    // Map helper
    //////////////


    var mapper = {

        rgx : function (ua, arrays) {

            var i = 0, j, k, p, q, matches, match;",1,CVE-2020-7733,CWE-400,faisalman/ua-parser-js,233d3bae22a795153a7e6638887ce159c63e557d,javascript
"has : function (str1, str2) {
          if (typeof str1 === ""string"") {
            return str2.toLowerCase().indexOf(str1.toLowerCase()) !== -1;
          } else {
            return false;
          }
        },
        lowerize : function (str) {
            return str.toLowerCase();
        },
        major : function (version) {
            return typeof(version) === STR_TYPE ? version.replace(/[^\d\.]/g,'').split(""."")[0] : undefined;
        },
        trim : function (str) {
          return str.replace(/^[\s\uFEFF\xA0]+|[\s\uFEFF\xA0]+$/g, '');
        }
    };


    ///////////////
    // Map helper
    //////////////


    var mapper = {

        rgx : function (ua, arrays) {

            var i = 0, j, k, p, q, matches, match;

            // loop through all regexes maps
            while (i < arrays.length && !matches) {

                var regex = arrays[i],       // even sequence (0,2,4,..)
                    props = arrays[i + 1];   // odd sequence (1,3,5,..)
                j = k = 0;

                // try matching uastring with regexes
                while (j < regex.length && !matches) {
",1,CVE-2020-7733,CWE-400,faisalman/ua-parser-js,233d3bae22a795153a7e6638887ce159c63e557d,javascript
"lowerize : function (str) {
            return str.toLowerCase();
        },
        major : function (version) {
            return typeof(version) === STR_TYPE ? version.replace(/[^\d\.]/g,'').split(""."")[0] : undefined;
        },
        trim : function (str) {
          return str.replace(/^[\s\uFEFF\xA0]+|[\s\uFEFF\xA0]+$/g, '');
        }
    };


    ///////////////
    // Map helper
    //////////////


    var mapper = {

        rgx : function (ua, arrays) {

            var i = 0, j, k, p, q, matches, match;

            // loop through all regexes maps
            while (i < arrays.length && !matches) {

                var regex = arrays[i],       // even sequence (0,2,4,..)
                    props = arrays[i + 1];   // odd sequence (1,3,5,..)
                j = k = 0;

                // try matching uastring with regexes
                while (j < regex.length && !matches) {

                    matches = regex[j++].exec(ua);

                    if (!!matches) {
                        for (p = 0; p < props.length; p++) {
                            match = matches[++k];
                            q = props[p];
                            // check if given property is actually array",1,CVE-2020-7733,CWE-400,faisalman/ua-parser-js,233d3bae22a795153a7e6638887ce159c63e557d,javascript
"link: function(prefix) {
      return '<a href=""' + prefix + '/' + this.url + '"">' + this.text + '</a>';
    }};
    shouldCompileTo(string, [hash, helpers], '<a href=""/root/goodbye"">Goodbye</a>');
  });

  it('helper for raw block gets raw content', function() {
    var string = '{{{{raw}}}} {{test}} {{{{/raw}}}}';
    var hash = { test: 'hello' };
    var helpers = { raw: function(options) {
        return options.fn();
    } };
    shouldCompileTo(string, [hash, helpers], ' {{test}} ',
                    'raw block helper gets raw content');
  });

  it('helper for raw block gets parameters', function() {
    var string = '{{{{raw 1 2 3}}}} {{test}} {{{{/raw}}}}';
    var hash = { test: 'hello' };
    var helpers = { raw: function(a, b, c, options) {
        return options.fn() + a + b + c;
    } };
    shouldCompileTo(string, [hash, helpers], ' {{test}} 123',
                    'raw block helper gets raw content');
  });

  describe('raw block parsing (with identity helper-function)', function() {

    function runWithIdentityHelper(template, expected) {
      var helpers = {
        identity: function(options) {
          return options.fn();
        }
      };
      shouldCompileTo(template, [{}, helpers], expected);
    }

    it('helper for nested raw block gets raw content', function() {
      runWithIdentityHelper('{{{{identity}}}} {{{{b}}}} {{{{/b}}}} {{{{/identity}}}}', ' {{{{b}}}} {{{{/b}}}} ');
    });",1,CVE-2019-20922,CWE-400,handlebars-lang/handlebars.js,8d5530ee2c3ea9f0aee3fde310b9f36887d00b8b,javascript
"raw: function(options) {
        return options.fn();
    } };
    shouldCompileTo(string, [hash, helpers], ' {{test}} ',
                    'raw block helper gets raw content');
  });

  it('helper for raw block gets parameters', function() {
    var string = '{{{{raw 1 2 3}}}} {{test}} {{{{/raw}}}}';
    var hash = { test: 'hello' };
    var helpers = { raw: function(a, b, c, options) {
        return options.fn() + a + b + c;
    } };
    shouldCompileTo(string, [hash, helpers], ' {{test}} 123',
                    'raw block helper gets raw content');
  });

  describe('raw block parsing (with identity helper-function)', function() {

    function runWithIdentityHelper(template, expected) {
      var helpers = {
        identity: function(options) {
          return options.fn();
        }
      };
      shouldCompileTo(template, [{}, helpers], expected);
    }

    it('helper for nested raw block gets raw content', function() {
      runWithIdentityHelper('{{{{identity}}}} {{{{b}}}} {{{{/b}}}} {{{{/identity}}}}', ' {{{{b}}}} {{{{/b}}}} ');
    });

    it('helper for nested raw block works with empty content', function() {
      runWithIdentityHelper('{{{{identity}}}}{{{{/identity}}}}', '');
    });

    it('helper for nested raw block works if nested raw blocks are broken', function() {
      runWithIdentityHelper('{{{{identity}}}} {{{{a}}}} {{{{ {{{{/ }}}} }}}} {{{{/identity}}}}', ' {{{{a}}}} {{{{ {{{{/ }}}} }}}} ');
    });
",1,CVE-2019-20922,CWE-400,handlebars-lang/handlebars.js,8d5530ee2c3ea9f0aee3fde310b9f36887d00b8b,javascript
"raw: function(a, b, c, options) {
        return options.fn() + a + b + c;
    } };
    shouldCompileTo(string, [hash, helpers], ' {{test}} 123',
                    'raw block helper gets raw content');
  });

  describe('raw block parsing (with identity helper-function)', function() {

    function runWithIdentityHelper(template, expected) {
      var helpers = {
        identity: function(options) {
          return options.fn();
        }
      };
      shouldCompileTo(template, [{}, helpers], expected);
    }

    it('helper for nested raw block gets raw content', function() {
      runWithIdentityHelper('{{{{identity}}}} {{{{b}}}} {{{{/b}}}} {{{{/identity}}}}', ' {{{{b}}}} {{{{/b}}}} ');
    });

    it('helper for nested raw block works with empty content', function() {
      runWithIdentityHelper('{{{{identity}}}}{{{{/identity}}}}', '');
    });

    it('helper for nested raw block works if nested raw blocks are broken', function() {
      runWithIdentityHelper('{{{{identity}}}} {{{{a}}}} {{{{ {{{{/ }}}} }}}} {{{{/identity}}}}', ' {{{{a}}}} {{{{ {{{{/ }}}} }}}} ');
    });

    it('helper for nested raw block throw exception when with missing closing braces', function() {
      var string = '{{{{a}}}} {{{{/a';
      shouldThrow(function() {
        Handlebars.compile(string)();
      });
    });
  });

  it('helper block with identical context', function() {
    var string = '{{#goodbyes}}{{name}}{{/goodbyes}}';",1,CVE-2019-20922,CWE-400,handlebars-lang/handlebars.js,8d5530ee2c3ea9f0aee3fde310b9f36887d00b8b,javascript
"function shouldMatchTokens(result, tokens) {
  for (var index = 0; index < result.length; index++) {
    equals(result[index].name, tokens[index]);
  }
}
function shouldBeToken(result, name, text) {
  equals(result.name, name);
  equals(result.text, text);
}

describe('Tokenizer', function() {
  if (!Handlebars.Parser) {
    return;
  }

  function tokenize(template) {
    var parser = Handlebars.Parser,
        lexer = parser.lexer;

    lexer.setInput(template);
    var out = [],
        token;

    while ((token = lexer.lex())) {
      var result = parser.terminals_[token] || token;
      if (!result || result === 'EOF' || result === 'INVALID') {
        break;
      }
      out.push({name: result, text: lexer.yytext});
    }

    return out;
  }

  it('tokenizes a simple mustache as ""OPEN ID CLOSE""', function() {
    var result = tokenize('{{foo}}');
    shouldMatchTokens(result, ['OPEN', 'ID', 'CLOSE']);
    shouldBeToken(result[1], 'ID', 'foo');
  });
",1,CVE-2019-20922,CWE-400,handlebars-lang/handlebars.js,8d5530ee2c3ea9f0aee3fde310b9f36887d00b8b,javascript
"function shouldBeToken(result, name, text) {
  equals(result.name, name);
  equals(result.text, text);
}

describe('Tokenizer', function() {
  if (!Handlebars.Parser) {
    return;
  }

  function tokenize(template) {
    var parser = Handlebars.Parser,
        lexer = parser.lexer;

    lexer.setInput(template);
    var out = [],
        token;

    while ((token = lexer.lex())) {
      var result = parser.terminals_[token] || token;
      if (!result || result === 'EOF' || result === 'INVALID') {
        break;
      }
      out.push({name: result, text: lexer.yytext});
    }

    return out;
  }

  it('tokenizes a simple mustache as ""OPEN ID CLOSE""', function() {
    var result = tokenize('{{foo}}');
    shouldMatchTokens(result, ['OPEN', 'ID', 'CLOSE']);
    shouldBeToken(result[1], 'ID', 'foo');
  });

  it('supports unescaping with &', function() {
    var result = tokenize('{{&bar}}');
    shouldMatchTokens(result, ['OPEN', 'ID', 'CLOSE']);

    shouldBeToken(result[0], 'OPEN', '{{&');",1,CVE-2019-20922,CWE-400,handlebars-lang/handlebars.js,8d5530ee2c3ea9f0aee3fde310b9f36887d00b8b,javascript
"function tokenize(template) {
    var parser = Handlebars.Parser,
        lexer = parser.lexer;

    lexer.setInput(template);
    var out = [],
        token;

    while ((token = lexer.lex())) {
      var result = parser.terminals_[token] || token;
      if (!result || result === 'EOF' || result === 'INVALID') {
        break;
      }
      out.push({name: result, text: lexer.yytext});
    }

    return out;
  }

  it('tokenizes a simple mustache as ""OPEN ID CLOSE""', function() {
    var result = tokenize('{{foo}}');
    shouldMatchTokens(result, ['OPEN', 'ID', 'CLOSE']);
    shouldBeToken(result[1], 'ID', 'foo');
  });

  it('supports unescaping with &', function() {
    var result = tokenize('{{&bar}}');
    shouldMatchTokens(result, ['OPEN', 'ID', 'CLOSE']);

    shouldBeToken(result[0], 'OPEN', '{{&');
    shouldBeToken(result[1], 'ID', 'bar');
  });

  it('supports unescaping with {{{', function() {
    var result = tokenize('{{{bar}}}');
    shouldMatchTokens(result, ['OPEN_UNESCAPED', 'ID', 'CLOSE_UNESCAPED']);

    shouldBeToken(result[1], 'ID', 'bar');
  });
",1,CVE-2019-20922,CWE-400,handlebars-lang/handlebars.js,8d5530ee2c3ea9f0aee3fde310b9f36887d00b8b,javascript
